原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤	否定正面思考	罪责归他
他没敷衍别人，只敷衍我一个人，他对我有什么意见吗	0	0	0	1	0	0	0	0	0	0	0	0
是我人缘太差了，才会这么不受待见，我太内向了，不能处理好和大家的关系。	0	0	0	0	0	0	0	0	1	0	0	0
那两个女生看了我一眼，是在笑话我的身材吧。	0	0	0	1	0	0	0	0	0	0	0	0
我的经营策略出错，导致了目前的糟糕局面，这完全是我的过错。	0	0	0	0	0	0	0	0	1	0	0	0
没有人联系我，周围人都对我冷漠，我被这个世界遗弃在角落。	0	1	0	0	0	0	0	0	0	0	0	0
开店真的不好干，我还是去上班吧，我就不适合做蛋糕，我就应该早早放弃这个梦想。	1	0	0	0	0	0	0	0	0	0	0	0
跟我实在没什么好说的，我一点也不有趣，不会逗人开心，没有什么故事，没人会想和我种人交流。	0	0	1	0	0	0	0	0	0	0	0	0
我就是脑子不好使，早想到是想到这种情况，我不就提前定了吗？我可真是个没用的人。	0	0	1	0	0	0	0	0	0	0	0	0
我在干什么！不行，再不赶紧睡我这一宿都睡不成了。每当我想睡觉的时候，都会有一些负面的想法让我无法入睡。	0	0	0	0	0	1	0	0	0	0	0	0
我这么年轻就怀孕了，感觉人生一片荒芜，一切都夭折了	0	0	0	0	0	1	0	0	0	0	0	0
不能急功近利，如果还没到结婚的时机就不能妨碍对方，闲暇时，我应该把我的想法告诉父母。	0	0	0	0	0	0	0	0	0	0	0	0
我要一辈子都找不到工作怎么办呢，大概要流落街头风餐露宿了，我的人生就会这样平庸地结束了	0	0	0	0	1	0	0	0	0	0	0	0
为了提升业绩，可能得找些新方法，总这样挺下去未必是最好的选择。	0	0	0	0	0	0	0	0	0	0	0	0
我爸妈也不关心我，我的腿都这样了也只是给我打几个电话，没有人能照顾我，我真的好难过好崩溃。我是被遗弃的孩子。	0	0	0	0	0	0	0	0	1	0	0	0
大家肯定也都觉得我的表达能力不行，我会被看不起的。	0	0	0	1	0	0	0	0	0	0	0	0
好难过为什么要这样对我，我不是他们唯一的孩子吗，我想他们重视我一些，今天说过之后他们一定就会停止冷暴力了。	0	0	0	1	0	0	0	0	0	0	0	0
我想跟他们谈谈这个问题，估计他们也不会听我讲话，算了就这样吧，我一个人难过也没什么。	0	0	0	0	1	0	0	0	0	0	0	0
或许可以介绍这几个朋友认识一下，大家一起玩也很好	0	0	0	0	0	0	0	0	0	0	0	0
这餐馆老板挣的都是黑心钱吧，连菜都没洗干净	0	0	0	1	0	0	0	0	0	0	0	0
里面的司机怎么开车的，肯定是家大势大有人给他撑腰，才敢这样不遵守规则	0	0	0	1	0	0	0	0	0	0	0	0
婆婆就是个刻薄，老旧的人，想要彰显自己的能耐罢了	0	0	1	0	0	0	0	0	0	0	0	0
她们平常经常一起走，说话也更有共鸣，应该能变成好朋友。	0	0	0	0	0	0	0	0	0	0	0	0
我的生活已经跌至谷底，连一点小零食都难以支付，我可能是这个世界上最为悲惨的人。	0	0	0	0	0	1	0	0	0	0	0	0
如果我毕业的时候做不出正确的选择，我以后的生活将岌岌可危	0	0	0	0	1	0	0	0	0	0	0	0
自从上次有事拒绝朋友的邀请之后，就再也没人找我玩，人都是这种冷漠的生物吗？	0	1	0	0	0	0	0	0	0	0	0	0
我爸竟然是这样的人，太令人震惊了，这要我怎么办，我要怎么跟她说啊	0	0	0	0	0	0	0	0	0	0	0	0
我认为作为一个男人，如果忍让了他那就是个懦夫，但为了平息事态我只能忍下来。	0	0	1	0	0	0	0	0	0	0	0	0
我对自己的表达能力感到有些不满，感觉自己错失了一些机会。这让我感到有点沮丧。	0	0	0	0	0	0	0	0	0	0	0	0
我还是收拾收拾准备辞职吧，我努力了也没用	1	0	0	0	0	0	0	0	0	0	0	0
我再努力也不会有更好的结果了，已经全都毁了，我做什么都无济于事了。	0	0	0	0	0	1	0	0	0	0	0	0
我失去了贞洁，我的人生基本上已经毁了，没有任何挽救的可能性。	0	0	0	0	0	1	0	0	0	0	0	0
我学习无能，作为学生，我连基本的学习效率都无法保持，我人生的意义究竟在哪里？黑与白之间，我在哪	0	0	0	0	0	1	0	0	0	0	0	0
我感到悲哀，连我的舍友都这么对我了，我知道没有人关心我，或者也许他们中的一些人从来没有充分了解我的处境，以至于知道我现在已经过了无法挽回的地步，至少有 1: 情绪化推理0: 非此即彼 个月了。	0	1	0	0	0	0	0	0	0	0	0	0
哎呀，这得赔好多钱吧，真是心疼	0	0	0	0	0	0	0	0	0	0	0	0
我要是没有出生就好了吧，我没有出生爸妈就不会为我担心，也不至于现在被我气成这样	0	0	0	0	0	0	0	0	1	0	0	0
他不仅用功，而且还很有目标和上进心啊，还懂得好好计划工作。	0	0	0	0	0	0	0	0	0	0	0	0
我讨厌憋着东西。我就像一颗定时炸弹。我想说出来，但是没人愿意听。	0	0	0	1	0	0	0	0	0	0	0	0
不知道他听到后，会怎样想呢？	0	0	0	0	0	0	0	0	0	0	0	0
如果我被发现性取向，我被所有人唾弃，被刻在耻辱柱上	0	0	0	0	1	0	0	0	0	0	0	0
虽然我父母目前在争吵，但我相信他们能够尽快解决彼此间的问题，我们仍是一家人。	0	0	0	0	0	0	0	0	0	0	0	0
我这么丑，没人会喜欢我，没人会和我交朋友，我的人生其实一开始就注定会失败。我永远不会找到爱或者成功。	0	0	0	0	0	1	0	0	0	0	0	0
不用电子屏幕，不可能！我们这种当代年轻人干什么都得用电子产品，几天不碰？那我工作也没了，对象也跑了，我没法活了	0	0	0	0	0	1	0	0	0	0	0	0
所有人都在逼我，他们从来都不知道我有多么痛苦，这个世界真是太冰冷了	0	1	0	0	0	0	0	0	0	0	0	0
瞧我这像猪一样的身材和胃口，看到别人完美身材时我总感觉我真失败	0	0	0	0	0	1	0	0	0	0	0	0
牙齿还咬舌头呢，把话说开总比闷在心里好，下次我们遇到这问题就会多多注意啦	0	0	0	0	0	0	0	0	0	0	0	0
真可笑，我这么差的人怎么可能让他喜欢，我怎么还敢去喜欢他，我这就是自不量力了	0	0	0	0	0	0	0	0	1	0	0	0
我一定不行的，要不我还是主动放弃吧	1	0	0	0	0	0	0	0	0	0	0	0
我的爸妈很少给我打电话，他们并不在乎我，对我这么冷淡。	0	0	0	1	0	0	0	0	0	0	0	0
我明明能好好和他们说的，我就会吵架，伤害他们，我真是个垃圾，我不配活着。	0	0	1	0	0	0	0	0	0	0	0	0
真是聒噪！天天觉得自己和谁都能聊到一起，不知道别人都烦他，这种人不如把嘴用胶带封上。	0	0	0	0	0	1	0	0	0	0	0	0
也许我应该和他好好沟通一下，看看是不是我们之间有什么误会。	0	0	0	0	0	0	0	0	0	0	0	0
是我自己的骨折让他们在我身上浪费了时间 ，抱歉	0	0	0	0	0	0	0	0	1	0	0	0
反正没一个人懂得欣赏我，无所谓，你们想怎么说随便吧。这个世界上所有人都是肤浅的，没人会关心我的感受。	0	1	0	0	0	0	0	0	0	0	0	0
这都是我的错，如果我一开始就能规避风险的话，就不会出现这种事，我真该死。	0	0	0	0	0	0	0	0	1	0	0	0
我的生活一团糟，根本就不具备出去闯荡的资本，还不如待在老家沉寂到老	0	0	0	0	0	1	0	0	0	0	0	0
老师们都这样，就喜欢在学生地论文中鸡蛋里挑骨头，他们总是这样高高在上，觉得学生们干什么都不能让他们满意	0	1	0	0	0	0	0	0	0	0	0	0
这是他特意带我来吃的餐馆，要是我就这么说出来，他肯定会觉得是我对他有意见，我别吃这道菜了就行，忍忍吧。我真是个难搞的朋友，总是给别人添麻烦。	0	0	0	1	0	0	0	0	0	0	0	0
孤独是大学的常态，我必须努力适应	0	0	0	0	0	0	0	0	0	0	0	0
没了电子产品，我可怎么办啊，一天天的，多不方便。而且没了那些游戏，我的生活将变得多么无趣！	0	0	0	0	0	1	0	0	0	0	0	0
我想要调整，可是我真的不是开心，我不想装	0	0	0	0	0	0	0	0	0	0	0	0
失败是成功之母，这点小事没办法打到我	0	0	0	0	0	0	0	0	0	0	0	0
工作使我忙得不可开交，甚至无法抽出时间陪伴孩子，但是也无可奈何。	0	0	0	0	0	0	0	0	0	0	0	0
明知道自己辛苦，但就是嘴馋，活该我减肥失败	0	0	1	0	0	0	0	0	0	0	0	0
我一生中的大部分时间都很沮丧，我从未真正感受到被欣赏或被爱，我讨厌它	0	1	0	0	0	0	0	0	0	0	0	0
一定是我做得太差了，不然他们不可能不注意到。我根本就不适合做家务！	0	0	0	0	0	0	0	0	1	0	0	0
我就是那个极度懒散的人，我不配作为一个优秀的员工。	0	0	1	0	0	0	0	0	0	0	0	0
每个阶段都有难以解决的难题，我讨厌这样的感觉，这难选的抉择永无止境	0	1	0	0	0	0	0	0	0	0	0	0
我现在正在考试休息时间，所以我希望在角落里放松一下，我一定可以考上的	0	0	0	0	0	0	0	0	0	0	0	0
酒真是让人讨厌的东西，让人失去理智，难道天底下所有父亲都是这样吗？	0	1	0	0	0	0	0	0	0	0	0	0
我的老师一定对我非常失望，我上课迟到了	0	0	0	1	0	0	0	0	0	0	0	0
为了给妻子一个完美的婚礼和美好的家庭，我需要努力赚钱。	0	0	0	0	0	0	0	0	0	0	0	0
我怎么就摔了呢，别人怎么没摔，我真是个蠢驴	0	0	1	0	0	0	0	0	0	0	0	0
抽筋了，好痛，我已经不能保持游泳的姿势了，好难受，我肯定会下沉然后淹死的	0	0	0	0	1	0	0	0	0	0	0	0
我肯定考不上研究生了，我就是个不适合学习的废物	0	0	1	0	0	0	0	0	0	0	0	0
爸爸背叛了妈妈，我真替妈妈难受，同时也为爸爸的行为感到羞愧难当！	0	0	0	0	0	0	0	0	0	0	0	0
老师心里一定不会相信我没带，她一定认为我是没写作业所以编造了借口来骗她	0	0	0	1	0	0	0	0	0	0	0	0
一辈子都呆在这种公司，到底有什么意义	1	0	0	0	0	0	0	0	0	0	0	0
我还特意问了同学重点，他故意给我错的吧，就想看我挂科是吧。为什么我总是遇到这种恶意的人，是不是我就是个让人欺负的对象？	0	0	0	1	0	0	0	0	0	0	0	0
我就是个废物，只会给爸爸妈妈丢人，一点用处都没有！	0	0	1	0	0	0	0	0	0	0	0	0
我的父母肯定心里瞧不上我吧，我只会增加他们的负担，我连医药费都交不起	0	0	0	1	0	0	0	0	0	0	0	0
我可真失败，我朋友没有来找我我都没有发现，我每天都在干些什么呀，我真的很沮丧地意识到人类的生活是毫无意义的..	0	0	0	0	0	1	0	0	0	0	0	0
怀孕的难受加上工作让我喘不上气	0	0	0	0	0	0	0	0	0	0	0	0
我家孩子在家能照顾好自己吗，我怎么这么没用，连钱都赚不到，要是有钱的话就不用这样忽视他们了，这样下去孩子都养废了	0	0	0	0	0	0	0	0	1	0	0	0
父母已经不信任我了	0	0	0	1	0	0	0	0	0	0	0	0
站在后面我的大脑一片空白，什么东西都听不进去，除了觉得自己丢人之外没有任何别的想法	1	0	0	0	0	0	0	0	0	0	0	0
上次表哥推荐的那款减肥药一点用也没有，他也是一个大骗子	0	0	1	0	0	0	0	0	0	0	0	0
身为狗主人却没能给狗狗一个寿终正寝的结局，昨天不出去遛狗的话它就不会误食有毒物品，也就不会死去，是我没有看好它	0	0	0	0	0	0	0	0	1	0	0	0
从未当过班干部也没组织过活动，现在给我个领导当，我就像个婴儿一样啥也不会啥都要从零开始学，怎么能做好呢。	0	1	0	0	0	0	0	0	0	0	0	0
不该把分数看得这么重要，孩子在这段时间学有所得是最重要的。	0	0	0	0	0	0	0	0	0	0	0	0
工作让我做最多，聚餐又让我坐角落，什么都让我做最苦的差事！这里的人都一个样！只想着自己，根本不考虑其他人！	0	0	0	0	0	1	0	0	0	0	0	0
我被狗咬了，我走路时没有注意，这个倒霉事应该归咎于我。	0	0	0	0	0	0	0	0	1	0	0	0
首次投资遭遇失败，以后我要先明了市场状况再动手。	0	0	0	0	0	0	0	0	0	0	0	0
我活在压抑和强权之下，我什么都不想干了，不然面对我的只有漫天的质问	0	1	0	0	0	0	0	0	0	0	0	0
如果我写不完报告，我会被领导针对，被同事嘲笑的。	0	0	0	0	1	0	0	0	0	0	0	0
妈妈也想控制我，这个世界的所有人都想我过着他们想要的生活	0	1	0	0	0	0	0	0	0	0	0	0
我表达能力不强，大家心里肯定都讨厌我	0	0	0	1	0	0	0	0	0	0	0	0
他的电话内容是不是关于我的所以他才不接	0	0	0	1	0	0	0	0	0	0	0	0
怎么偏偏今天把衣服穿反呢？都怪对象，都是他刚刚非要拦着我不让我穿裙子！	0	0	0	1	0	0	0	0	0	0	0	0
都传的这么厉害了，那个男生是不是也知道了，他会怎么想呢，很是期待。	0	0	0	0	0	0	0	0	0	0	0	0
我知道他们之所以看似忽视我，是因为父母忙于工作，只要我告诉他们我的感受，他们就会更关心我。	0	0	0	0	0	0	0	0	0	0	0	0
如果连和别人相处这件事情都做不好，那就没有什么事情能做好了吧，可是真不幸我就是这样一个人	0	0	0	0	0	1	0	0	0	0	0	0
好糟心，新衣服被弄成这副样子，没办法了，回去又得洗衣服了。	0	0	0	0	0	0	0	0	0	0	0	0
这件事我会坚定地面对，尽力走出阴影！	0	0	0	0	0	0	0	0	0	0	0	0
服了，就我这运气，我应该去买彩票了，肯定能中。	0	0	0	0	0	0	0	0	0	0	0	0
室友偷偷摸摸出去学习，就是为了卷死我	0	0	0	1	0	0	0	0	0	0	0	0
但是我的父母认为我正在好转，所以现在我必须让他们继续这么认为，因为我不想再给他们压力了。	1	0	0	0	0	0	0	0	0	0	0	0
白马王子太难实现了，过好当下才重要	0	0	0	0	0	0	0	0	0	0	0	0
爸爸找小三了，我得告诉妈妈，妈妈有知情的权力，他们需要有效的沟通，才能更好地解决问题。	0	0	0	0	0	0	0	0	0	0	0	0
他们从一开始就看不起我，直到现在更是对我百般厌恶，我在这个家里根本就是多余人。	0	1	0	0	0	0	0	0	0	0	0	0
本来急着工作，现在电脑又坏了。这都是我意料之中的，毕竟我运气一直差得出奇	1	0	0	0	0	0	0	0	0	0	0	0
我是什么都做不好，干什么都会失败。我注定要一直失败下去。	0	1	0	0	0	0	0	0	0	0	0	0
我猜这个人肯定是个学不明白的新手，还敢上路，这种人就不配活着，活得还不如垃圾为什么还不被撞死。	0	0	1	0	0	0	0	0	0	0	0	0
我一直得最近倒霉的事情 遇上的太多，今天不就又来了一件，这是被什么瘟神缠上了	0	0	0	0	1	0	0	0	0	0	0	0
我照顾不好自己，我是个废人！	0	0	1	0	0	0	0	0	0	0	0	0
我的工作生涯就因为一件小事情而毁了。连奖学金都得不到，我的大学生活就白白浪费了。	0	0	0	0	0	1	0	0	0	0	0	0
我一点也不想怀孕，怀孕只会让我很难受，我再也不会开心了	0	1	0	0	0	0	0	0	0	0	0	0
我现在觉得自己很丑，我怕我以后也无法改变，就像我被定型在这个丑陋的模样中。	0	0	0	0	1	0	0	0	0	0	0	0
努力也学不会，我就是个笨蛋	0	0	1	0	0	0	0	0	0	0	0	0
我无法调整我的情绪，我的问题无法解决，我肯定是有面瘫，我无法露出笑容。	0	0	0	0	0	1	0	0	0	0	0	0
努力学习也只能得到这个结果，那还学什么？我还是直接去打工吧。因为我肯定无论怎么学都不会取得好成绩。	0	0	0	0	1	0	0	0	0	0	0	0
我很庆幸能有这样的好朋友在我困难的时候悉心照顾我，对我不离不弃	0	0	0	0	0	0	0	0	0	0	0	0
虽然父母收入不高，但是他们给了我他们能力范围内最大的关心和关爱。	0	0	0	0	0	0	0	0	0	0	0	0
这么多车，这么多空位，你就超我？呵呵，就是嫌我开的差呗，觉得自己开得久了不起呗，瞧不起谁呢？！	0	0	0	1	0	0	0	0	0	0	0	0
要是我跟他妈当初没有要他，估计我们现在的生活就清净许多了	1	0	0	0	0	0	0	0	0	0	0	0
报警查监控，我就不信找不到小偷是谁，等抓到了要他赔我	0	0	0	0	0	0	0	0	0	0	0	0
没钱也有没钱的快乐，我有爱我的父母和朋友，我们也一样过着幸福的生活。	0	0	0	0	0	0	0	0	0	0	0	0
如果我能更多地与他们交流，找到共同话题，那么可能更容易融入他们。	0	0	0	0	0	0	0	0	0	0	0	0
连和同事领导沟通都这么语无伦次，我还能干什么呢？我就是一个彻头彻尾的废物。	0	0	1	0	0	0	0	0	0	0	0	0
同学们一定都在看我笑话，我被批评，他们一定很开心吧	0	0	0	1	0	0	0	0	0	0	0	0
连泡面都能被烫到手，我真是没用的东西	0	0	1	0	0	0	0	0	0	0	0	0
都怪我没有能力，家里才这么穷，给不了我多少生活费。	0	0	0	0	0	0	0	0	1	0	0	0
在压力之下，我深感疲惫，我怀疑其他的老板或许在暗地嘲笑我。	0	0	0	1	0	0	0	0	0	0	0	0
我与众不同的性格让他觉得不舒服，我应该更加注意他的感受，这些争吵都是我引起的。	0	0	0	0	0	0	0	0	1	0	0	0
好吧，刚好我最近新发现一个很有趣的店，等我先去逛逛，下次就能一起去了！	0	0	0	0	0	0	0	0	0	0	0	0
一个人孤独的我，谁会关心我？我注定一辈子得不到爱。	0	1	0	0	0	0	0	0	0	0	0	0
我是我家的耻辱，我把我爸我妈的脸都丢尽了	0	0	1	0	0	0	0	0	0	0	0	0
我不想去别人家作客，一去父母肯定又要拿我和他家的孩子比较。这让我觉得自己一无是处。	0	0	0	1	0	0	0	0	0	0	0	0
只有我这么惨，我真是倒霉，所有的问题都出在我身上！ 	0	0	0	0	0	0	0	0	1	0	0	0
培养不够我怎么解决，我完全不会	1	0	0	0	0	0	0	0	0	0	0	0
每人都需要一处自我放松的精神空间，我应该尊重他的个人空间。	0	0	0	0	0	0	0	0	0	0	0	0
我最爱的人去世了，我将经历缓慢而痛苦的死亡，任何事情都只会有糟糕的结果	0	1	0	0	0	0	0	0	0	0	0	0
领导简直就是个更年期的暴躁老妇人，跟她说话简直就是浪费时间！	0	0	1	0	0	0	0	0	0	0	0	0
我的朋友会和别人说我的坏话，说我太矫情	0	0	0	0	1	0	0	0	0	0	0	0
既然老板不这么认为，那我就要更努力地工作，争取让老板也这么认为。	0	0	0	0	0	0	0	0	0	0	0	0
儿时那么纯粹的梦想现在却已被我抛在了脑后，为了那微不足道的几两金银疲于奔命，我真是个功利主义者	0	0	1	0	0	0	0	0	0	0	0	0
一定是因为领导看我不顺眼，故意对我在公司的盒饭做了手脚！	0	0	0	1	0	0	0	0	0	0	0	0
家里人没有找到一个好工作都不太喜欢搭理我，我是不应该过多找他们联系的。	0	0	0	1	0	0	0	0	0	0	0	0
都是我没用，让妈妈这么大年纪还为我操心着，我害了妈妈	0	0	0	0	0	0	0	0	1	0	0	0
我刚升职，这是领导对我能力的信任，我应该更加努力	0	0	0	0	0	0	0	0	0	0	0	0
我的妈妈就是典型的中国式家，用自己觉得好的方式教育孩子，让孩子走自己认为对的路，把孩子当成自己的私人财产而不是一个人	0	0	0	0	0	0	0	0	0	0	0	0
我只适合呆在我爸妈身边，我身什么也做不成	1	0	0	0	0	0	0	0	0	0	0	0
可能世界上所有父母都这样，一定是世界上所有父母都觉得自己的孩子不如别人吧	0	1	0	0	0	0	0	0	0	0	0	0
家里经济也太有限了吧，我未来的生活都将如此的拮据	0	1	0	0	0	0	0	0	0	0	0	0
他肯定会把我偏心这件事说出去，我的名声就会彻底没了！	1	0	0	0	0	0	0	0	0	0	0	0
我是一个缺爱的人，我只有不断靠近他才会让我感觉舒服	0	0	1	0	0	0	0	0	0	0	0	0
这样的加班似乎是没有尽头的，就像一个永无休止的痛苦循环。	0	1	0	0	0	0	0	0	0	0	0	0
我刚才吃的都是有虫子的菜？不行好恶心，赶紧找老板出来解释一下，受不了了。这家餐馆太糟糕了，简直是全城最差的餐馆。	0	0	0	0	0	1	0	0	0	0	0	0
我现在的痛苦都是因为我小时候吃太多，才会从小就这么胖，我变成这样也是我活该。	0	0	0	0	0	0	0	0	1	0	0	0
我要怎样做才能不失去这个朋友	1	0	0	0	0	0	0	0	0	0	0	0
有时候看到她为了自己的未来这么努力，感觉自己就是一坨扶不上墙的烂泥	0	0	0	0	0	0	0	0	0	0	0	0
她们有了对象之后就不会再把感情的重心都放在我身上了，我们会渐行渐远	0	0	0	0	1	0	0	0	0	0	0	0
刚刚他来闹的时候旁边还有很多人，他们肯定都在心里怀疑我的医术和道德，明面上没有说出来罢了	0	0	0	1	0	0	0	0	0	0	0	0
都是我，要不是我自己出去，还喝那么多酒，怎么会被带走，要不是我自己和家人置气，一切源于我，源于我。	0	0	0	0	0	0	0	0	1	0	0	0
像她那个地方的人啊，就是又懒又愚昧，跟她一点都讲不通道理的，还不知道怎么考上大学的呢	0	1	0	0	0	0	0	0	0	0	0	0
卡车不溅别人就溅我，我可真是走狗屎运了	0	0	0	0	0	0	0	0	0	0	0	0
我感觉自己没有做到一个子女应尽的责任，让父亲这么生气，我真是一个不孝顺的孩子。	0	0	1	0	0	0	0	0	0	0	0	0
每天的压力都好大，我喘不过气了，好想去死啊	1	0	0	0	0	0	0	0	0	0	0	0
我就是不适合写方案的人，我根本写不好	1	0	0	0	0	0	0	0	0	0	0	0
所有人都以为自己是孤独的，殊不知这样才是普遍的	0	1	0	0	0	0	0	0	0	0	0	0
我是我们小组负责做PPT的，让我们组长知道了，他肯定以后不会再把这种工作交给我，我将彻底失去价值。	0	0	0	0	1	0	0	0	0	0	0	0
我应该更加努力，提升自己让自己在下一次相同经历的时候能够不留遗憾	0	0	0	0	0	0	0	0	0	0	0	0
他妈的，每当我咽东西的时候，我的喉咙就疼得厉害，我想这就是我禁食的后果 	0	0	0	0	0	0	0	0	1	0	0	0
我就是个倒霉精，我们家被偷都是因为我	0	0	1	0	0	0	0	0	0	0	0	0
我一定犯下了什么错，不然怎么会受到如此惩罚。我，就是个罪人！	0	0	0	0	0	0	0	0	1	0	0	0
他就是个事儿妈！一点小事也要斤斤计较，吵个没完。	0	0	1	0	0	0	0	0	0	0	0	0
啊啊啊明明我想说的不是那个意思，但是出口意思就不对劲了，我可真是够废物！	0	0	1	0	0	0	0	0	0	0	0	0
我不清白了！被拍了裸照我还有什么尊严可言！完了，彻底完了，我已经脏了！	0	0	0	0	0	1	0	0	0	0	0	0
若能及早教导孩子，或许他的分数会有所提升，一切过错皆因我的疏忽。	0	0	0	0	0	0	0	0	1	0	0	0
我要回去取伞，但我时间都是估算好的，下雨不在我的计划内，我一整天都不会开心了	1	0	0	0	0	0	0	0	0	0	0	0
我要是个全能女友就不会让他这样烦恼了	0	0	0	0	0	1	0	0	0	0	0	0
我一向是个不合群的存在，对于大家来说。	0	0	1	0	0	0	0	0	0	0	0	0
我这样的家庭还配拥有什么理想，苟且地过了这辈子也就算了。	0	0	0	0	1	0	0	0	0	0	0	0
我和他之间的差距确实是存在的，如果他要拒绝我也是情理之中的事。	0	0	0	0	0	0	0	0	0	0	0	0
因为我出门导致了下雨，我对所有未带伞的人感到深深的歉意，我真不应该走出门。	0	0	0	0	0	0	0	0	1	0	0	0
没有什么是永恒的，没有人能陪我走到最后，我生来注定孤单一辈子	0	1	0	0	0	0	0	0	0	0	0	0
她怎么一直没找我，我有好多话想和她说啊，赶紧来找找我吧，我真的很需要你嘛	0	0	0	0	0	0	0	0	0	0	0	0
我未能参加社团活动，拒绝了部长的请求，他们的疏远可能就是对我不负责任的惩罚。	0	0	0	0	0	0	0	0	1	0	0	0
孩子一定很想我陪他，我做家长真是太失败了，连陪伴孩子成长都做不到，孩子的心理肯定会受到严重的影响，我根本不配当妈妈/爸爸。	0	0	0	0	0	0	0	0	1	0	0	0
我这么倒霉的人，当然是那种概率极小的绝症	0	0	0	0	1	0	0	0	0	0	0	0
这下全完了，我一点钱没有，还欠了那么多钱，我不如就从这跳下去一死了之。	1	0	0	0	0	0	0	0	0	0	0	0
我没能解决父母吵架的问题，我什么都不好。	0	0	0	0	0	1	0	0	0	0	0	0
因为距离问题，我和我的家人减少了联系，这样会让我们的关系淡化	0	0	0	0	0	0	0	0	0	0	0	0
婆婆就是看我不顺眼，想要彰显她的威严才这么说的	0	0	0	1	0	0	0	0	0	0	0	0
该死的狗，为了咬我一天天的就是在这里蹲点，好巧不巧我今天就从这里经过了，这狗真欠教训！	0	0	0	1	0	0	0	0	0	0	0	0
到现在也没想明白，给我再多的时间也没用，什么都不想选了。	1	0	0	0	0	0	0	0	0	0	0	0
医生都不知道是什么病，一定是治不好的疑难杂症，我一定快要死了。生活就是这样残酷，我注定要被病魔折磨直到生命的尽头。	0	0	0	0	0	0	0	0	0	0	0	0
没能治好患者都是我的错，我不是一个好医生，为什么我永远不够好呢？	0	0	0	0	0	0	0	0	1	0	0	0
明天试试睡前泡泡脚或者喝牛奶，尽量改善一下睡眠质量。	0	0	0	0	0	0	0	0	0	0	0	0
我多天真啊，还以为他能看在我住了这么长时间的份上宽限几天，没想到他是这种见利忘义的人	0	0	1	0	0	0	0	0	0	0	0	0
不出意外的话接下来老板一定就要辞退我然后全行业封杀我了，电视剧都是这么演的	1	0	0	0	0	0	0	0	0	0	0	0
我今天被狗咬了，真烦，这段时间一直都是坏运气，没有任何好事会发生	0	1	0	0	0	0	0	0	0	0	0	0
投资这个东西就是一个针对我来折磨我的工具，每一次都让我感到无尽的痛苦	0	1	0	0	0	0	0	0	0	0	0	0
我失眠了，明天妈妈又会生气的	0	0	0	0	0	0	0	0	0	0	0	0
要是让之前的同事知道我跳槽来这样一家公司，他们不得笑话死我啊	0	0	0	1	0	0	0	0	0	0	0	0
妻子收入比我高说明看上的不是我的钱是我这个人	0	0	0	0	0	0	0	0	0	0	0	0
唯一的女儿走了，我的人生还有什么盼头，到不如死了算了。	1	0	0	0	0	0	0	0	0	0	0	0
我太笨了，周围的人一个比一个聪明，我不应该和他们坐在同一个教室，只会拉低他们的水平	0	1	0	0	0	0	0	0	0	0	0	0
我简直胖的不得了，令人不忍直视，真是一头大肥猪	0	0	1	0	0	0	0	0	0	0	0	0
联系的少都怪他们不主动联系我	0	0	0	0	0	0	0	0	0	0	0	0
点个外卖都能被偷啊，我果然从来运气都没有好过哪怕亿点点	0	1	0	0	0	0	0	0	0	0	0	0
我的体重增加了这么多我要死了我的天啊，请现在杀了我。	0	0	0	0	0	1	0	0	0	0	0	0
就连给彩礼的钱我都拿不出来，我觉得我的人生是一场彻底的失败。	0	0	0	0	0	1	0	0	0	0	0	0
我不能再用手机了，现代社会的这些电子产品都是害人的东西！我不要再碰它们	0	1	0	0	0	0	0	0	0	0	0	0
失败的阴影似乎遮住了我，无论我做什么，都无法逃避这种感觉。	0	1	0	0	0	0	0	0	0	0	0	0
我将来工作不好我爸也会这样对我冷暴力，我这一生都将活在冷暴力的阴影下	0	1	0	0	0	0	0	0	0	0	0	0
我向他道歉，这次约会我错过了，但我保证，下次一定会出席。	0	0	0	0	0	0	0	0	0	0	0	0
我上辈子犯下了不可饶恕的错误，才会在这辈子遭遇如此事情。	0	0	0	0	0	0	0	0	1	0	0	0
我的成绩原来这么差的吗，是我过度自信了，看来我的成绩一直以来都这么差	1	0	0	0	0	0	0	0	0	0	0	0
我真是个傻子，衣服都能穿反了，我还能干啥啊	0	0	1	0	0	0	0	0	0	0	0	0
我已经这么细致地给他讲了，他还什么都不会，他以后考试也就只能考这么个分数了！	0	0	0	0	0	1	0	0	0	0	0	0
我一辈子也不能得到老师们的赞赏，会成为社会的废物	0	0	0	0	1	0	0	0	0	0	0	0
还是先和老板道个歉，确实是我做的不好	0	0	0	0	0	0	0	0	0	0	0	0
一定是我表现不够优秀，学习不够好，我家人才会给我这么少的钱，如果表现好一点，我的生活费肯定会更多。	0	0	0	0	0	1	0	0	0	0	0	0
好不容易来餐馆吃一次饭还碰到这种事，真倒霉	0	0	0	0	0	0	0	0	0	0	0	0
我都这么崩溃了，他们也应该明白自己做的不对吧，我们双方各退一步好了	0	0	0	0	0	0	0	0	0	0	0	0
我被我是唯一一个因为整个冠状病毒而感到沮丧/自杀的人吗？	0	0	1	0	0	0	0	0	0	0	0	0
